Tire Brand,Tire Size,Condition,Location,Latitude,Longitude,Pincode,Recycling Date,Tire Type,Recycling Method,Recycled Product,Recycling Facility
Goodyear,235/45R17,Used,Hinjewadi,-39.299496,-148.547028,71308,2023-09-08,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,235/45R17,Scrap,Koregaon Park,21.279657,22.767158,70745,2023-07-20,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Goodyear,235/45R17,Scrap,Aundh,55.8279395,103.458881,72027,2022-10-15,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,205/55R16,Scrap,Kothrud,55.398579,132.130259,24114,2022-12-08,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Continental,225/50R17,Scrap,Deccan,52.6646765,105.469983,55309,2022-10-20,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Michelin,235/45R17,Used,Shivane,47.431726,22.484825,08723,2022-11-15,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Michelin,205/55R16,Used,Vishrantwadi,-41.9321615,-138.632891,76594,2023-01-13,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Michelin,225/45R17,Scrap,Kothrud,-56.939138,65.588548,52612,2023-03-29,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,205/55R16,Scrap,Deccan,-3.5687495,-45.937151,61163,2023-04-16,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Continental,225/45R17,Used,Bavdhan,13.9426665,173.198961,60361,2023-01-10,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Goodyear,225/45R17,Scrap,Kharadi,29.942148,17.131750,15616,2023-03-16,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,225/50R17,Used,Shivane,16.8430305,5.126639,88033,2023-01-21,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,235/45R17,Used,Hinjewadi,35.7205055,-91.442629,87620,2023-01-13,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,225/50R17,Scrap,Kalyani Nagar,45.608295,150.443656,64199,2023-03-29,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,215/60R16,Scrap,Kalyani Nagar,77.757118,164.278277,95519,2022-12-14,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Continental,205/55R16,Scrap,Shivane,-64.143354,109.660124,72976,2023-09-20,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,225/50R17,Scrap,Camp,-89.6806095,-34.345893,87236,2023-05-05,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,225/45R17,Used,Bavdhan,-41.017578,-154.454307,45282,2023-04-08,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Michelin,225/50R17,Scrap,Kharadi,62.4827735,53.191751,11276,2023-05-13,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,225/45R17,Scrap,Camp,-10.571080,138.556260,89980,2023-04-13,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Michelin,225/45R17,Scrap,Aundh,65.617434,158.968820,56310,2023-06-06,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,215/60R16,Scrap,Aundh,35.7345835,44.985641,22036,2023-07-11,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,235/45R17,Scrap,Deccan,72.2461265,167.436940,63319,2023-06-21,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,205/55R16,Scrap,Camp,-36.145977,-138.100671,60857,2022-12-29,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,225/45R17,Used,Shivane,65.5675945,18.215791,17766,2023-07-24,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Continental,235/45R17,Scrap,Kalyani Nagar,-56.5493565,-68.979158,08775,2022-12-25,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,225/45R17,Used,Shivane,69.9670035,-26.595068,73513,2023-01-18,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,225/50R17,Used,Hadapsar,-13.130011,147.168882,71747,2023-04-05,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Michelin,225/50R17,Scrap,Hadapsar,-63.163794,-45.790139,82290,2022-11-20,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Continental,205/55R16,Scrap,Vishrantwadi,-12.139363,-124.384049,57082,2022-11-11,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Pirelli,225/50R17,Used,Camp,2.3824965,-63.423659,52718,2023-04-13,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,205/55R16,Scrap,Kharadi,-71.9727125,-96.296709,46811,2023-09-23,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,225/45R17,Scrap,Kharadi,-38.5731515,-118.542433,60084,2023-04-23,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Pirelli,225/45R17,Used,Hinjewadi,-75.6410525,-1.409849,08841,2022-11-20,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Continental,215/60R16,Scrap,Shivane,-13.416627,14.647853,85360,2023-01-07,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,215/60R16,Scrap,Hinjewadi,29.6990495,-101.802342,24609,2022-12-11,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Michelin,225/50R17,Scrap,Hadapsar,86.5975925,-39.025246,82034,2023-01-30,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Continental,215/60R16,Scrap,Magarpatta City,74.344930,8.061339,06146,2022-12-24,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Pirelli,225/50R17,Used,Bavdhan,32.8674495,-12.648736,29527,2022-10-03,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,225/45R17,Scrap,Bavdhan,-38.3591245,4.171193,94052,2023-03-08,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,205/55R16,Used,Magarpatta City,-42.8297205,156.415431,81798,2023-01-12,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,205/55R16,Used,Kalyani Nagar,-3.580722,-52.097883,08318,2023-07-25,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Continental,235/45R17,Scrap,Shivane,-13.4508175,6.688185,72057,2022-12-25,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,235/45R17,Scrap,Kothrud,-29.624154,72.881813,18792,2022-12-23,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,235/45R17,Scrap,Bavdhan,15.167999,-42.417952,92372,2023-08-01,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Michelin,235/45R17,Used,Vishrantwadi,-23.321915,-173.997558,98674,2022-11-27,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Goodyear,225/50R17,Scrap,Magarpatta City,-11.103841,-154.755541,34515,2023-01-29,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,225/50R17,Scrap,Shivane,-44.103831,106.385559,06787,2023-02-03,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,235/45R17,Scrap,Shivajinagar,25.329200,-152.323287,09421,2023-08-19,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Pirelli,235/45R17,Scrap,Shivane,72.369269,-116.791655,33951,2023-09-06,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Continental,225/45R17,Scrap,Kothrud,31.092367,-165.550130,26174,2022-12-17,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Michelin,235/45R17,Used,Vishrantwadi,28.491090,-32.911462,78695,2023-03-27,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,205/55R16,Scrap,Camp,19.174719,-176.159268,26452,2023-05-28,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Goodyear,225/45R17,Used,Kalyani Nagar,68.440966,118.651281,74470,2023-05-16,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Bridgestone,235/45R17,Used,Kalyani Nagar,53.4698725,-169.670491,83465,2022-09-27,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,205/55R16,Scrap,Vishrantwadi,-0.293833,-51.591842,44764,2023-07-16,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,225/50R17,Used,Aundh,-41.964222,109.615218,31469,2023-09-07,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,215/60R16,Used,Hadapsar,13.6161565,43.351599,01964,2023-03-12,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Michelin,235/45R17,Scrap,Camp,39.0457765,-134.690423,89984,2023-02-18,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,225/50R17,Used,Hadapsar,-53.451568,-176.263650,05652,2023-08-30,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Goodyear,215/60R16,Used,Camp,18.892276,-82.923059,42715,2023-07-25,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,225/50R17,Scrap,Aundh,-19.4434335,-178.406427,79565,2023-09-14,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,235/45R17,Used,Shivajinagar,-82.2199795,-73.937841,88184,2023-09-06,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Continental,225/45R17,Used,Kharadi,-23.2554915,-100.437574,45790,2023-04-03,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Continental,205/55R16,Used,Hinjewadi,18.421287,-159.362706,83113,2022-10-17,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Michelin,225/50R17,Scrap,Vishrantwadi,61.1899975,-0.242816,32426,2023-03-15,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,215/60R16,Scrap,Hadapsar,-53.8236835,-175.102966,55569,2022-12-26,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Pirelli,215/60R16,Used,Koregaon Park,-25.0964885,52.491224,61193,2023-08-19,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Goodyear,225/45R17,Scrap,Camp,-75.2735865,22.344064,63192,2023-08-20,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,235/45R17,Scrap,Hadapsar,30.588730,79.517521,22931,2023-08-03,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Continental,215/60R16,Used,Deccan,28.2742245,16.003129,33895,2023-02-23,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Pirelli,215/60R16,Scrap,Kalyani Nagar,15.261940,57.520980,30840,2023-03-19,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Continental,225/50R17,Scrap,Hadapsar,64.632238,63.813087,30092,2022-10-27,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Michelin,225/50R17,Scrap,Kharadi,37.761754,35.903308,29328,2023-02-23,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,225/45R17,Scrap,Shivajinagar,32.5072275,-87.462237,08605,2023-06-24,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Michelin,215/60R16,Scrap,Kothrud,72.945658,-45.113680,41361,2023-08-12,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,205/55R16,Used,Hinjewadi,84.8791555,-170.999684,74050,2022-12-19,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,225/45R17,Scrap,Bavdhan,-60.1510335,26.890829,59346,2023-04-09,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,215/60R16,Used,Hadapsar,35.073315,134.815245,81500,2023-03-20,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Continental,225/50R17,Used,Kalyani Nagar,-47.8315195,-49.020857,04690,2023-04-10,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Pirelli,215/60R16,Used,Kothrud,5.2326275,59.370195,36108,2023-07-25,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,235/45R17,Used,Camp,24.368525,129.404585,80222,2022-11-02,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Continental,225/50R17,Scrap,Koregaon Park,41.0831345,49.282620,73368,2023-06-22,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Pirelli,235/45R17,Used,Shivane,-87.8754785,2.176947,62240,2023-06-24,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Continental,225/50R17,Scrap,Hadapsar,-17.784108,-121.224299,24145,2023-05-30,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Michelin,215/60R16,Used,Shivane,-70.3927115,141.000967,33079,2022-11-01,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,205/55R16,Used,Camp,-11.685927,94.262849,19602,2022-10-26,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Goodyear,235/45R17,Used,Shivajinagar,36.2595505,-94.335874,12178,2023-09-04,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Goodyear,225/45R17,Scrap,Bavdhan,2.293986,-10.940430,24866,2023-09-01,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Michelin,205/55R16,Scrap,Shivajinagar,-36.686518,12.400811,96220,2023-03-20,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Pirelli,225/50R17,Scrap,Aundh,-23.8542355,10.660075,45163,2023-09-13,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,215/60R16,Used,Bavdhan,-12.9332925,-139.522443,11697,2023-04-05,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,215/60R16,Used,Bavdhan,3.375664,-158.435652,12294,2023-06-08,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,235/45R17,Used,Magarpatta City,-39.135154,-139.973437,78042,2023-05-20,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Continental,235/45R17,Scrap,Deccan,-28.9234635,-104.712262,26926,2022-12-14,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,215/60R16,Scrap,Kalyani Nagar,-27.213383,-38.888086,93539,2022-12-27,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,215/60R16,Scrap,Kharadi,-85.638386,56.909726,94711,2023-03-10,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Michelin,215/60R16,Scrap,Camp,89.074480,-141.155340,62374,2022-09-29,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,225/45R17,Scrap,Shivane,-42.678144,-95.554567,26594,2023-06-25,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,225/50R17,Scrap,Kothrud,-9.8171925,-126.700786,64993,2023-06-02,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Pirelli,225/45R17,Scrap,Aundh,55.036618,-97.669383,00795,2023-08-02,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Goodyear,235/45R17,Used,Aundh,-74.471976,-168.821351,49515,2023-01-05,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,225/45R17,Used,Vishrantwadi,-21.753080,-145.313658,23021,2023-07-01,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,225/50R17,Used,Kothrud,-89.428510,-129.939954,62956,2023-05-10,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,235/45R17,Used,Shivane,-50.264238,-86.363779,52747,2022-11-19,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Continental,205/55R16,Used,Hadapsar,-51.9297755,-37.345097,66603,2022-10-26,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,235/45R17,Scrap,Aundh,35.8062795,175.243316,84967,2023-05-16,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Continental,205/55R16,Scrap,Bavdhan,61.724150,3.407528,91037,2023-01-23,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,235/45R17,Scrap,Kothrud,39.5406355,-105.429320,49559,2023-04-19,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,205/55R16,Scrap,Vishrantwadi,-3.057079,101.888526,67452,2023-03-02,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,235/45R17,Scrap,Bavdhan,-59.438240,33.000953,90741,2023-01-03,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,235/45R17,Used,Kalyani Nagar,59.656891,178.816131,61601,2023-03-14,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,205/55R16,Scrap,Shivajinagar,-14.9658705,-19.663336,79352,2023-03-17,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Goodyear,215/60R16,Scrap,Koregaon Park,-30.5194015,149.676772,44222,2023-08-10,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Continental,225/45R17,Used,Kharadi,-63.735840,-99.324941,20819,2023-07-31,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,225/45R17,Used,Kharadi,-49.693354,148.727158,01654,2023-05-31,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,235/45R17,Used,Shivajinagar,81.321784,-88.693225,69562,2023-08-06,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Michelin,215/60R16,Used,Shivane,-79.621861,-25.165576,46972,2023-09-06,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,235/45R17,Used,Hadapsar,66.037346,137.471915,47075,2023-01-12,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Michelin,225/50R17,Used,Kharadi,3.9560615,-45.225175,88632,2022-12-06,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,225/45R17,Scrap,Aundh,-51.214756,-17.044162,60275,2023-01-22,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,215/60R16,Used,Hinjewadi,46.699366,107.728860,07433,2023-09-19,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Continental,235/45R17,Scrap,Shivajinagar,-38.617810,76.269218,23549,2023-08-06,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,225/50R17,Used,Bavdhan,-77.0329515,-154.284825,47647,2023-03-27,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,205/55R16,Scrap,Bavdhan,74.6354085,163.266511,45279,2023-03-02,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Pirelli,215/60R16,Scrap,Vishrantwadi,11.374983,16.989324,50049,2022-11-29,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Michelin,205/55R16,Scrap,Shivane,34.559149,-24.185324,30220,2022-10-15,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,205/55R16,Used,Hinjewadi,-22.675335,34.052616,76562,2023-09-18,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Michelin,205/55R16,Scrap,Kothrud,-2.300237,-153.432603,21794,2023-07-30,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,225/50R17,Used,Deccan,45.095442,-67.989418,06715,2023-05-15,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Michelin,225/50R17,Scrap,Hinjewadi,15.821398,124.188409,64567,2023-07-18,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Bridgestone,225/50R17,Used,Hadapsar,-73.793452,151.825450,16308,2023-06-01,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,225/50R17,Scrap,Kothrud,59.9154855,-166.777294,78186,2023-07-24,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Continental,225/50R17,Scrap,Hadapsar,41.064255,83.340632,14538,2023-07-23,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,225/50R17,Used,Shivane,-58.045757,-82.051762,69599,2023-06-26,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Goodyear,215/60R16,Scrap,Bavdhan,-84.7838535,-63.086887,18027,2023-08-01,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Continental,215/60R16,Used,Vishrantwadi,37.848538,39.560527,50920,2023-01-09,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Continental,205/55R16,Scrap,Kharadi,-19.104072,-130.545820,00759,2023-03-04,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Bridgestone,225/45R17,Scrap,Shivajinagar,-78.017066,-159.489145,34359,2023-09-05,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Goodyear,225/50R17,Scrap,Hinjewadi,-25.5596275,54.839164,76395,2023-03-06,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Michelin,225/50R17,Used,Camp,43.3470945,54.390253,74866,2023-04-25,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,215/60R16,Scrap,Vishrantwadi,64.3179175,-9.548116,23924,2022-10-23,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,225/50R17,Scrap,Bavdhan,66.643199,-80.859305,09400,2023-05-03,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,225/50R17,Used,Magarpatta City,-61.8241755,23.778476,47670,2022-09-25,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Pirelli,225/50R17,Used,Magarpatta City,76.0525565,-7.369058,84092,2022-11-28,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,205/55R16,Scrap,Magarpatta City,-53.3200045,-116.663445,32112,2023-07-29,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,225/50R17,Used,Shivajinagar,1.9568855,-152.651604,42856,2023-06-01,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,225/45R17,Scrap,Aundh,-39.271682,60.883620,04192,2023-09-13,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,215/60R16,Used,Shivane,-8.126340,-15.516849,19522,2023-08-31,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Michelin,235/45R17,Used,Shivane,-14.160607,-49.754739,12982,2023-01-10,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Continental,225/50R17,Scrap,Deccan,-2.6733315,125.472371,56299,2023-01-02,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Pirelli,235/45R17,Scrap,Deccan,-7.6799505,-23.910773,35783,2022-12-28,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Continental,225/45R17,Scrap,Vishrantwadi,47.008742,38.152140,06617,2023-08-10,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Goodyear,225/45R17,Scrap,Hinjewadi,-71.2650975,83.175839,56691,2023-01-30,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,225/50R17,Used,Vishrantwadi,-68.8971155,-23.039255,83900,2023-04-26,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Continental,205/55R16,Used,Deccan,43.6879105,135.605891,79879,2023-01-12,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Goodyear,225/45R17,Scrap,Kharadi,72.670193,102.109263,72584,2023-02-25,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,225/45R17,Used,Shivajinagar,66.6644295,-129.690238,34368,2023-05-18,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Bridgestone,215/60R16,Scrap,Vishrantwadi,3.586636,-110.643335,54144,2022-10-02,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Pirelli,235/45R17,Scrap,Shivane,61.641115,-56.444542,12741,2023-06-06,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Bridgestone,235/45R17,Scrap,Vishrantwadi,-2.8181295,122.792078,21324,2022-10-08,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Continental,215/60R16,Scrap,Hadapsar,34.110430,-91.450384,87552,2023-01-26,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,225/45R17,Used,Shivane,-78.2593875,-13.288656,46227,2022-11-23,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,225/50R17,Scrap,Shivane,-26.1980465,-152.435164,64127,2023-03-08,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Bridgestone,205/55R16,Used,Kothrud,-10.261860,141.977138,92450,2022-12-05,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Continental,235/45R17,Used,Camp,40.200417,129.197404,27691,2023-02-15,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Goodyear,215/60R16,Used,Shivane,81.524308,-47.698419,25611,2022-10-08,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,235/45R17,Used,Hadapsar,21.4117805,57.815364,33497,2023-04-19,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Michelin,205/55R16,Used,Shivane,-17.716350,-146.983651,02844,2022-12-10,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Continental,215/60R16,Scrap,Shivajinagar,16.346577,70.926518,74504,2023-03-31,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Bridgestone,225/50R17,Used,Kothrud,-71.080537,-83.332863,32166,2023-07-19,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,225/45R17,Used,Koregaon Park,42.439794,-118.161069,65726,2023-01-05,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Michelin,235/45R17,Scrap,Bavdhan,32.917589,-13.272707,02920,2022-10-16,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,225/45R17,Scrap,Bavdhan,-76.540841,-36.220893,42939,2023-08-30,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,205/55R16,Used,Hinjewadi,-43.6822695,19.031568,14250,2023-06-19,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
