Tire Brand,Tire Size,Condition,Location,Latitude,Longitude,Pincode,Recycling Date,Tire Type,Recycling Method,Recycled Product,Recycling Facility,Tread_Depths,Odometer_Reading,Age,DOT Date Code
Goodyear,215/60R16,Scrap,Kalyani Nagar,5.3724865,-5.923668,32708,9/9/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,4/32,4000,10,DOTABCD12343523
Michelin,225/45R17,Used,Kalyani Nagar,-68.3654815,126.998488,58121,24-06-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,6/32,60000,1,DOTWXYZ56780124
Continental,225/45R17,Used,Aundh,35.2976295,69.960716,49239,27-12-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,4/32,24000,12,DOTMNOP78901520
Goodyear,235/45R17,Scrap,Camp,-63.231424,128.304278,3907,28-02-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,2/32,21500,11,DOTWXYZ56780124
Michelin,215/60R16,Scrap,Aundh,-41.0003925,-39.785459,69767,27-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,4/32,51000,2,DOTIJKL34562719
Goodyear,225/50R17,Used,Shivane,83.6868085,-94.633861,93088,24-10-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,6/32,21500,9,DOTMNOP78901520
Michelin,225/50R17,Used,Vishrantwadi,-80.628993,-117.649918,85736,5/2/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,4/32,21500,10,DOTIJKL34562719
Pirelli,225/50R17,Used,Camp,76.1522475,83.963263,59983,22-07-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,2/32,69000,2,DOTMNOP78901520
Bridgestone,235/45R17,Used,Hadapsar,64.173401,41.589848,35880,19-07-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,2/32,21500,12,DOTIJKL34562719
Bridgestone,205/55R16,Scrap,Vishrantwadi,-1.00992,-161.783722,43418,15-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,6/32,83000,11,DOTMNOP78901520
Goodyear,215/60R16,Used,Shivane,-10.7511245,-164.066348,79204,23-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,3/32,83000,6,DOTMNOP78901520
Bridgestone,225/45R17,Scrap,Kalyani Nagar,63.2900725,162.61384,99291,8/8/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,5/32,51000,6,DOTIJKL34562719
Michelin,225/45R17,Used,Kothrud,-26.5371205,10.70593,46408,25-03-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,5/32,16500,12,DOTEFGH90124822
Michelin,225/50R17,Used,Kharadi,-30.0885725,-130.621168,45011,17-05-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,2/32,65000,11,DOTEFGH90124822
Continental,225/50R17,Used,Kalyani Nagar,-89.8337175,123.495065,54772,1/4/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,5/32,60000,11,DOTEFGH90124822
Goodyear,225/45R17,Used,Shivane,-29.6532365,12.878467,33572,21-06-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,6/32,21500,12,DOTMNOP78901520
Bridgestone,225/45R17,Scrap,Deccan,57.705307,-108.782469,2179,28-02-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,4/32,60000,8,DOTIJKL34562719
Pirelli,235/45R17,Used,Deccan,44.830597,-3.123924,66511,13-02-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,6/32,21500,11,DOTEFGH90124822
Bridgestone,225/50R17,Used,Kharadi,74.481773,-69.276425,86265,9/2/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,3/32,69000,11,DOTABCD12343523
Bridgestone,215/60R16,Scrap,Kharadi,51.189361,-37.406143,18885,6/1/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,2/32,54000,12,DOTABCD12343523
Continental,205/55R16,Scrap,Kothrud,20.9006505,40.993356,93683,25-10-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,6/32,51000,10,DOTIJKL34562719
Goodyear,225/45R17,Used,Hadapsar,-21.505361,25.28449,68388,16-03-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,6/32,24000,12,DOTMNOP78901520
Pirelli,215/60R16,Scrap,Vishrantwadi,79.7534405,86.391995,95559,21-02-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,5/32,16500,10,DOTIJKL34562719
Continental,235/45R17,Scrap,Kharadi,-59.2597175,-120.580704,6330,25-12-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,6/32,83000,9,DOTMNOP78901520
Bridgestone,205/55R16,Scrap,Kothrud,-81.0009595,-143.524108,64088,13-04-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,3/32,51000,10,DOTIJKL34562719
Goodyear,225/45R17,Used,Koregaon Park,-57.0220545,104.136117,3550,10/1/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,4/32,7000,10,DOTABCD12343523
Continental,205/55R16,Used,Koregaon Park,32.5984765,-37.791169,28515,21-09-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,6/32,83000,7,DOTEFGH90124822
Michelin,235/45R17,Scrap,Kothrud,-55.0341615,-67.577619,86808,11/1/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,5/32,51000,9,DOTMNOP78901520
Michelin,205/55R16,Used,Magarpatta City,79.8820965,59.002007,93562,28-11-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,6/32,65000,5,DOTABCD12343523
Goodyear,235/45R17,Used,Hadapsar,33.7783155,67.014319,1567,19-10-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,6/32,21500,6,DOTMNOP78901520
Pirelli,225/45R17,Used,Kothrud,21.5701755,158.815619,9391,5/12/2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,2/32,69000,4,DOTIJKL34562719
Pirelli,215/60R16,Scrap,Shivajinagar,-49.8253535,74.337991,5562,15-08-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,3/32,65000,9,DOTEFGH90124822
Continental,225/50R17,Used,Shivane,-58.58573,-158.121649,97656,23-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,2/32,4000,8,DOTIJKL34562719
Michelin,225/50R17,Used,Shivajinagar,79.2504945,-49.497482,63765,1/7/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,4/32,83000,11,DOTEFGH90124822
Goodyear,205/55R16,Used,Hinjewadi,23.608987,154.433362,47214,25-02-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,4/32,69000,7,DOTMNOP78901520
Michelin,205/55R16,Used,Shivajinagar,-15.184524,-156.775014,81280,5/8/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,4/32,54000,2,DOTWXYZ56780124
Bridgestone,225/50R17,Scrap,Camp,-72.8395085,-121.727651,68611,22-10-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,3/32,65000,9,DOTWXYZ56780124
Bridgestone,205/55R16,Used,Vishrantwadi,-35.04155,150.598955,36031,30-05-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,4/32,65000,7,DOTABCD12343523
Goodyear,235/45R17,Used,Kothrud,-26.7013945,75.472828,35711,22-09-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,5/32,69000,4,DOTWXYZ56780124
Bridgestone,205/55R16,Scrap,Shivane,25.437837,123.216905,70787,7/8/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,4/32,54000,8,DOTMNOP78901520
Bridgestone,225/50R17,Scrap,Shivane,-11.292697,19.216557,13519,18-11-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,5/32,24000,11,DOTABCD12343523
Continental,225/45R17,Scrap,Kothrud,38.8136405,-107.276751,93273,23-04-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,6/32,69000,7,DOTWXYZ56780124
Goodyear,225/45R17,Used,Aundh,37.415329,-17.913619,5143,25-04-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,5/32,7000,2,DOTABCD12343523
Pirelli,205/55R16,Scrap,Hadapsar,-29.3628,112.170209,99649,29-04-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,4/32,65000,2,DOTMNOP78901520
Goodyear,225/45R17,Used,Koregaon Park,45.3081835,-4.593112,9121,28-12-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,2/32,21500,2,DOTIJKL34562719
Pirelli,205/55R16,Used,Magarpatta City,-63.8797865,-153.183485,57088,9/6/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,3/32,54000,10,DOTEFGH90124822
Bridgestone,225/50R17,Used,Koregaon Park,32.614922,-71.155489,47858,18-08-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,4/32,16500,7,DOTEFGH90124822
Michelin,205/55R16,Used,Bavdhan,-16.354919,-176.676676,73160,30-01-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,4/32,60000,1,DOTMNOP78901520
Michelin,225/50R17,Used,Camp,-66.0276725,147.790957,1796,20-05-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,4/32,69000,9,DOTIJKL34562719
Continental,235/45R17,Scrap,Hadapsar,16.8722705,-63.144256,16539,8/12/2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,3/32,83000,6,DOTIJKL34562719
Pirelli,225/45R17,Used,Hinjewadi,7.6274535,21.935615,67104,19-04-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,3/32,65000,8,DOTMNOP78901520
Bridgestone,205/55R16,Used,Hinjewadi,32.679984,-19.237328,4179,4/7/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,2/32,24000,9,DOTMNOP78901520
Pirelli,225/50R17,Scrap,Magarpatta City,-78.783634,-33.883761,94989,20-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,6/32,60000,2,DOTIJKL34562719
Michelin,235/45R17,Used,Kharadi,-22.2982785,136.895029,21227,29-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,4/32,24000,8,DOTABCD12343523
Pirelli,215/60R16,Scrap,Deccan,-77.131636,-150.115479,32203,28-11-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,5/32,51000,8,DOTABCD12343523
Michelin,205/55R16,Scrap,Aundh,-51.4945145,-129.825497,47267,2/11/2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,2/32,69000,2,DOTIJKL34562719
Pirelli,205/55R16,Scrap,Shivane,5.449563,-127.181927,26741,14-03-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,2/32,65000,1,DOTMNOP78901520
Pirelli,205/55R16,Used,Shivane,-13.3717255,97.346256,88963,15-05-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,5/32,65000,7,DOTIJKL34562719
Michelin,235/45R17,Used,Shivajinagar,-26.2690295,-60.693441,18985,12/11/2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,3/32,51000,9,DOTWXYZ56780124
Michelin,205/55R16,Scrap,Kharadi,-71.139834,37.1776,89001,14-02-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,5/32,21500,11,DOTEFGH90124822
Michelin,225/50R17,Scrap,Kharadi,-15.190212,-20.154724,7086,8/11/2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,2/32,21500,12,DOTIJKL34562719
Bridgestone,225/45R17,Scrap,Camp,76.946992,10.148861,86678,23-10-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,2/32,69000,10,DOTIJKL34562719
Michelin,225/50R17,Used,Shivajinagar,5.3323535,-110.630715,40716,3/1/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,4/32,83000,12,DOTWXYZ56780124
Michelin,225/45R17,Used,Shivane,45.3502525,-32.819982,17733,29-09-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,2/32,60000,6,DOTABCD12343523
Pirelli,215/60R16,Used,Aundh,69.3229235,-37.9282,19334,24-11-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,4/32,4000,10,DOTEFGH90124822
Bridgestone,205/55R16,Used,Hadapsar,-68.2116615,54.605173,1988,17-01-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,5/32,51000,9,DOTWXYZ56780124
Continental,225/50R17,Scrap,Shivajinagar,-41.981662,30.354725,56983,8/4/2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,3/32,21500,4,DOTEFGH90124822
Bridgestone,225/45R17,Scrap,Magarpatta City,54.1618245,-132.685408,17950,4/4/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,5/32,4000,4,DOTIJKL34562719
Continental,225/45R17,Scrap,Shivajinagar,-32.708211,-151.477912,12180,1/12/2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,4/32,16500,5,DOTABCD12343523
Pirelli,225/45R17,Scrap,Magarpatta City,20.0799415,4.114817,35904,8/10/2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,2/32,24000,10,DOTMNOP78901520
Continental,205/55R16,Used,Koregaon Park,75.215461,-120.087842,35930,14-04-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,3/32,54000,1,DOTEFGH90124822
Pirelli,225/45R17,Used,Vishrantwadi,-89.2179085,-158.252696,88340,20-04-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,3/32,54000,3,DOTEFGH90124822
Continental,235/45R17,Scrap,Vishrantwadi,53.06945,75.98677,37575,11/1/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,5/32,7000,10,DOTWXYZ56780124
Goodyear,225/45R17,Used,Bavdhan,-23.5480115,-164.156795,89887,24-10-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,2/32,7000,9,DOTEFGH90124822
Continental,225/45R17,Scrap,Vishrantwadi,76.090677,-63.420095,97945,14-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,5/32,7000,10,DOTIJKL34562719
Pirelli,215/60R16,Scrap,Koregaon Park,52.6216775,109.004064,31624,30-11-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,5/32,7000,9,DOTABCD12343523
Pirelli,225/45R17,Scrap,Shivajinagar,-82.0936025,-156.716549,15640,15-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,5/32,51000,11,DOTWXYZ56780124
Bridgestone,215/60R16,Used,Koregaon Park,43.6948955,123.118652,56056,12/10/2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,5/32,69000,5,DOTIJKL34562719
Goodyear,215/60R16,Used,Deccan,-80.40432,40.288897,86339,19-06-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,2/32,7000,6,DOTWXYZ56780124
Pirelli,225/50R17,Used,Hinjewadi,52.0611125,-68.732761,99237,2/9/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,2/32,4000,9,DOTWXYZ56780124
Goodyear,235/45R17,Scrap,Aundh,14.2016415,173.042627,74698,20-03-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,2/32,51000,11,DOTEFGH90124822
Michelin,235/45R17,Scrap,Hadapsar,-15.691602,-67.577213,84232,7/1/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,3/32,16500,3,DOTABCD12343523
Bridgestone,225/45R17,Used,Kalyani Nagar,-1.49414,99.494116,66679,15-05-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,3/32,51000,4,DOTIJKL34562719
Continental,215/60R16,Scrap,Kalyani Nagar,50.1070795,-6.490041,12998,22-10-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,5/32,60000,12,DOTEFGH90124822
Goodyear,205/55R16,Used,Kalyani Nagar,24.3928575,-153.731431,1669,23-04-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,4/32,4000,9,DOTABCD12343523
Continental,225/50R17,Used,Vishrantwadi,65.6230195,118.998331,35544,9/4/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,2/32,7000,6,DOTABCD12343523
Bridgestone,215/60R16,Used,Aundh,-53.2986345,-124.872453,86085,12/5/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,4/32,21500,12,DOTIJKL34562719
Pirelli,225/50R17,Used,Kothrud,68.5546785,28.777793,80309,2/12/2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,4/32,21500,3,DOTIJKL34562719
Pirelli,225/50R17,Scrap,Shivajinagar,30.512375,-137.632688,74489,29-12-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,3/32,83000,12,DOTMNOP78901520
Goodyear,225/45R17,Used,Camp,-83.682106,-75.472722,84057,20-12-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,5/32,7000,11,DOTABCD12343523
Michelin,235/45R17,Used,Magarpatta City,-83.453035,57.219198,16893,12/2/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,5/32,16500,8,DOTMNOP78901520
Bridgestone,205/55R16,Used,Kothrud,-18.162467,101.875998,28361,10/12/2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,5/32,4000,4,DOTIJKL34562719
Goodyear,235/45R17,Scrap,Hinjewadi,38.4760625,-60.777947,8664,3/6/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,4/32,60000,10,DOTMNOP78901520
Michelin,215/60R16,Used,Deccan,-66.003751,23.028415,86143,5/8/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,4/32,83000,6,DOTWXYZ56780124
Goodyear,215/60R16,Used,Aundh,26.7298275,-161.94448,27371,12/10/2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,2/32,69000,2,DOTABCD12343523
Michelin,225/45R17,Used,Hadapsar,54.462406,-152.658971,33619,11/6/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,5/32,65000,6,DOTEFGH90124822
Goodyear,225/45R17,Used,Shivajinagar,20.064104,35.853967,92086,24-04-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,5/32,24000,10,DOTIJKL34562719
Michelin,205/55R16,Scrap,Deccan,-81.990197,107.096462,95263,8/1/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,5/32,69000,7,DOTIJKL34562719
Pirelli,225/45R17,Used,Hinjewadi,39.827505,-28.610147,75420,5/4/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,2/32,51000,5,DOTEFGH90124822
Bridgestone,225/45R17,Used,Shivajinagar,58.4108655,-34.5077,60691,22-03-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,6/32,16500,6,DOTMNOP78901520
Michelin,225/50R17,Used,Aundh,-42.761186,31.205897,70638,21-11-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,2/32,16500,7,DOTEFGH90124822
Pirelli,225/45R17,Scrap,Vishrantwadi,-14.5383715,-147.884215,57521,6/2/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,2/32,54000,1,DOTIJKL34562719
Goodyear,235/45R17,Used,Aundh,-54.0576365,13.935222,83359,18-09-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,2/32,54000,4,DOTWXYZ56780124
Bridgestone,225/45R17,Scrap,Bavdhan,2.4736255,93.446578,16981,16-07-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,6/32,16500,3,DOTEFGH90124822
Michelin,235/45R17,Used,Magarpatta City,22.47469,-130.267198,98516,31-08-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,2/32,7000,1,DOTABCD12343523
Goodyear,205/55R16,Used,Bavdhan,-13.145594,158.342393,73645,10/11/2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,4/32,16500,9,DOTMNOP78901520
Pirelli,235/45R17,Used,Camp,-39.555642,-131.594971,16996,15-05-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,5/32,16500,4,DOTABCD12343523
Michelin,215/60R16,Used,Bavdhan,79.533077,24.859423,33667,22-12-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,3/32,24000,2,DOTEFGH90124822
Goodyear,225/50R17,Scrap,Aundh,-43.7107215,34.934821,70906,30-04-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,6/32,16500,5,DOTABCD12343523
Pirelli,215/60R16,Scrap,Hinjewadi,-8.6618305,37.591484,4942,28-03-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,3/32,4000,2,DOTABCD12343523
Goodyear,205/55R16,Scrap,Koregaon Park,-86.2331335,-179.505403,54929,28-09-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,2/32,4000,7,DOTABCD12343523
Michelin,215/60R16,Used,Aundh,-11.164529,-29.789539,17800,11/9/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,4/32,65000,6,DOTWXYZ56780124
Pirelli,235/45R17,Used,Magarpatta City,-80.8738875,6.251553,18889,14-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,5/32,60000,4,DOTABCD12343523
Michelin,225/45R17,Used,Shivajinagar,84.6921985,-87.954732,27205,9/3/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,4/32,54000,2,DOTMNOP78901520
Pirelli,215/60R16,Used,Koregaon Park,84.285424,-33.125775,34966,23-02-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,6/32,54000,6,DOTWXYZ56780124
Bridgestone,225/45R17,Scrap,Deccan,66.3191025,26.927451,2686,29-09-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,6/32,83000,5,DOTMNOP78901520
Michelin,205/55R16,Scrap,Kharadi,52.78365,20.588056,29605,5/9/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,2/32,7000,8,DOTABCD12343523
Pirelli,215/60R16,Scrap,Hinjewadi,12.836817,152.64889,94899,29-03-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,6/32,21500,10,DOTEFGH90124822
Continental,205/55R16,Used,Camp,-33.1250465,19.485296,10932,4/1/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,5/32,4000,1,DOTWXYZ56780124
Continental,225/50R17,Scrap,Kalyani Nagar,-32.2128395,-41.597762,57503,28-03-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,3/32,83000,1,DOTMNOP78901520
Goodyear,205/55R16,Scrap,Vishrantwadi,52.7727035,-10.850278,12576,8/2/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,6/32,4000,5,DOTABCD12343523
Michelin,225/45R17,Used,Shivane,-16.6776015,-46.817242,28536,14-06-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,4/32,83000,2,DOTWXYZ56780124
Bridgestone,235/45R17,Scrap,Shivane,-69.9682545,89.879078,19601,7/10/2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,5/32,54000,9,DOTABCD12343523
Michelin,235/45R17,Used,Shivajinagar,0.2587105,-10.560052,90587,8/6/2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,4/32,60000,3,DOTIJKL34562719
Pirelli,225/45R17,Used,Kharadi,79.2043465,163.22208,49249,11/12/2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,6/32,4000,10,DOTMNOP78901520
Goodyear,205/55R16,Scrap,Hadapsar,-21.165427,-82.822384,96275,22-08-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,4/32,65000,8,DOTWXYZ56780124
Continental,235/45R17,Used,Hadapsar,11.8088325,158.434666,2949,27-02-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,2/32,51000,10,DOTABCD12343523
Bridgestone,215/60R16,Scrap,Koregaon Park,15.673505,36.743011,12471,22-03-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,6/32,60000,1,DOTABCD12343523
Michelin,235/45R17,Scrap,Shivajinagar,-79.0264965,-154.710085,64074,10/5/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,3/32,69000,3,DOTEFGH90124822
Pirelli,225/45R17,Scrap,Aundh,27.90404,-92.073581,78231,26-07-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,2/32,24000,12,DOTMNOP78901520
Pirelli,225/50R17,Used,Hinjewadi,-78.0120265,-110.077459,67248,20-10-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,4/32,4000,3,DOTIJKL34562719
Pirelli,225/45R17,Scrap,Shivajinagar,40.259878,174.794369,15567,7/3/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,2/32,83000,12,DOTABCD12343523
Pirelli,225/50R17,Used,Magarpatta City,41.1957415,70.865838,78413,13-12-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,5/32,83000,4,DOTEFGH90124822
Bridgestone,215/60R16,Scrap,Deccan,-78.6864815,-164.485503,95291,18-06-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,5/32,65000,5,DOTMNOP78901520
Bridgestone,215/60R16,Used,Bavdhan,-36.251693,158.562848,66519,12/6/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,4/32,7000,7,DOTEFGH90124822
Pirelli,225/50R17,Scrap,Deccan,-2.0395195,-131.626265,96207,15-11-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,2/32,24000,10,DOTEFGH90124822
Michelin,215/60R16,Used,Hinjewadi,-53.6343075,71.123966,10870,29-08-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,6/32,7000,6,DOTWXYZ56780124
Continental,215/60R16,Scrap,Hinjewadi,60.667653,66.726403,13786,28-06-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,4/32,21500,7,DOTABCD12343523
Pirelli,225/50R17,Scrap,Kalyani Nagar,-2.281961,-18.195715,32192,21-11-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,4/32,54000,6,DOTIJKL34562719
