Tire Brand,Tire Size,Condition,Location,Latitude,Longitude,Pincode,Recycling Date,Tire Type,Recycling Method,Recycled Product,Recycling Facility,Tread_Depths,Odometer_Reading,Age,DOT Date Code
Pirelli,225/45R17,Used,Kalyani Nagar,18.5481,73.9033,92807,14-04-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,54000,9,DOTABCD12343523
Bridgestone,225/50R17,Used,Hinjewadi,18.593617,73.730133,67889,7/4/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,83000,12,DOTWXYZ56780124
Bridgestone,225/45R17,Used,Shivane,18.5759,73.8931,98027,14-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/7,24000,3,DOTEFGH90124822
Bridgestone,215/60R16,Used,Deccan,17,77,29945,9/3/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/6,21500,5,DOTEFGH90124822
Continental,225/45R17,Used,Bavdhan,18.54085,73.76065,68074,21-04-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/6,65000,3,DOTMNOP78901520
Bridgestone,225/45R17,Scrap,Deccan,17,77,39807,29-09-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,16500,10,DOTIJKL34562719
Goodyear,225/45R17,Scrap,Bavdhan,18.54085,73.76065,58047,10/5/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,21500,2,DOTMNOP78901520
Pirelli,225/45R17,Scrap,Kharadi,18.550985,73.934982,32279,31-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/8,7000,12,DOTIJKL34562719
Continental,225/45R17,Scrap,Magarpatta City,18.515806,73.927164,44819,8/3/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,7000,5,DOTMNOP78901520
Michelin,225/50R17,Used,Hadapsar,18.496668,73.941666,97062,14-01-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0,54000,1,DOTWXYZ56780124
Michelin,215/60R16,Used,Kothrud,18.50625,73.81486,58314,30-10-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,51000,5,DOTMNOP78901520
Goodyear,205/55R16,Used,Bavdhan,18.54085,73.76065,36766,26-01-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/6,65000,5,DOTMNOP78901520
Pirelli,225/50R17,Used,Kharadi,18.550985,73.934982,43932,15-01-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,4000,4,DOTABCD12343523
Goodyear,205/55R16,Used,Kothrud,18.50625,73.81486,87826,31-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0,7000,5,DOTEFGH90124822
Bridgestone,235/45R17,Used,Shivane,18.5759,73.8931,68357,28-09-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,60000,6,DOTWXYZ56780124
Continental,215/60R16,Scrap,Shivajinagar,20.11784,79.029121,44153,1/4/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,65000,3,DOTWXYZ56780124
Michelin,215/60R16,Used,Kothrud,18.50625,73.81486,7651,20-03-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,51000,12,DOTWXYZ56780124
Goodyear,225/50R17,Used,Vishrantwadi,18.57856,73.87741,82258,1/12/2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/6,16500,7,DOTIJKL34562719
Bridgestone,215/60R16,Scrap,Bavdhan,18.54085,73.76065,85835,15-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/8,65000,2,DOTABCD12343523
Continental,205/55R16,Scrap,Kalyani Nagar,18.5481,73.9033,11999,29-08-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,54000,5,DOTABCD12343523
Pirelli,225/45R17,Used,Koregaon Park,18.536207,73.893974,95684,20-02-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,16500,9,DOTMNOP78901520
Continental,235/45R17,Scrap,Kharadi,18.550985,73.934982,11702,6/11/2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,83000,4,DOTWXYZ56780124
Pirelli,225/50R17,Scrap,Magarpatta City,18.515806,73.927164,38839,25-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,51000,1,DOTABCD12343523
Bridgestone,225/50R17,Scrap,Aundh,18.562622,73.808723,56622,6/11/2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/8,21500,6,DOTEFGH90124822
Bridgestone,225/50R17,Used,Aundh,18.562622,73.808723,33855,30-10-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,54000,6,DOTWXYZ56780124
Bridgestone,235/45R17,Used,Shivane,18.5759,73.8931,70590,17-02-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,4000,5,DOTEFGH90124822
Bridgestone,205/55R16,Used,Hadapsar,18.496668,73.941666,21745,5/5/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,51000,5,DOTIJKL34562719
Continental,215/60R16,Used,Vishrantwadi,18.57856,73.87741,99901,30-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,4000,1,DOTEFGH90124822
Goodyear,205/55R16,Used,Hinjewadi,18.593617,73.730133,26246,12/11/2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,21500,9,DOTWXYZ56780124
Pirelli,235/45R17,Used,Vishrantwadi,18.57856,73.87741,18528,15-09-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,51000,12,DOTABCD12343523
Michelin,225/45R17,Scrap,Vishrantwadi,18.57856,73.87741,99710,1/6/2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,7000,4,DOTEFGH90124822
Michelin,225/45R17,Scrap,Kothrud,18.50625,73.81486,42376,9/8/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,83000,4,DOTMNOP78901520
Continental,205/55R16,Scrap,Bavdhan,18.54085,73.76065,65166,1/11/2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/8,60000,11,DOTWXYZ56780124
Goodyear,225/45R17,Used,Shivajinagar,20.11784,79.029121,23857,20-11-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/6,65000,9,DOTIJKL34562719
Pirelli,215/60R16,Scrap,Kharadi,18.550985,73.934982,79042,23-04-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/6,83000,3,DOTWXYZ56780124
Pirelli,215/60R16,Scrap,Shivane,18.5759,73.8931,48544,22-05-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/7,16500,5,DOTMNOP78901520
Pirelli,235/45R17,Used,Magarpatta City,18.515806,73.927164,62346,3/12/2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0,60000,6,DOTWXYZ56780124
Continental,225/50R17,Scrap,Kalyani Nagar,18.5481,73.9033,82566,2/11/2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,69000,6,DOTEFGH90124822
Michelin,205/55R16,Scrap,Vishrantwadi,18.57856,73.87741,51538,28-10-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/6,4000,11,DOTWXYZ56780124
Michelin,205/55R16,Used,Kothrud,18.50625,73.81486,23818,23-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,69000,9,DOTWXYZ56780124
Pirelli,215/60R16,Scrap,Kalyani Nagar,18.5481,73.9033,49035,2/10/2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,65000,1,DOTWXYZ56780124
Bridgestone,235/45R17,Scrap,Kothrud,18.50625,73.81486,57177,8/6/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/8,16500,9,DOTIJKL34562719
Bridgestone,235/45R17,Used,Koregaon Park,18.536207,73.893974,86980,12/7/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/8,83000,7,DOTIJKL34562719
Goodyear,225/50R17,Used,Shivajinagar,20.11784,79.029121,33074,16-03-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,83000,4,DOTEFGH90124822
Goodyear,225/45R17,Used,Kalyani Nagar,18.5481,73.9033,33967,15-03-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,60000,3,DOTEFGH90124822
Michelin,225/50R17,Used,Shivane,18.5759,73.8931,51700,5/1/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/6,65000,3,DOTEFGH90124822
Pirelli,235/45R17,Scrap,Kharadi,18.550985,73.934982,17729,7/1/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/6,16500,4,DOTWXYZ56780124
Bridgestone,205/55R16,Scrap,Shivajinagar,20.11784,79.029121,6377,9/11/2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,16500,6,DOTMNOP78901520
Goodyear,235/45R17,Scrap,Hadapsar,18.496668,73.941666,11427,25-12-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,60000,2,DOTWXYZ56780124
Pirelli,235/45R17,Scrap,Aundh,18.562622,73.808723,36321,15-09-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/8,4000,10,DOTIJKL34562719
Goodyear,225/45R17,Scrap,Vishrantwadi,18.57856,73.87741,96388,11/4/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,54000,10,DOTABCD12343523
Pirelli,235/45R17,Scrap,Koregaon Park,18.536207,73.893974,86204,26-07-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,4000,8,DOTIJKL34562719
Pirelli,215/60R16,Scrap,Bavdhan,18.54085,73.76065,87668,7/3/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,16500,12,DOTEFGH90124822
Pirelli,225/50R17,Scrap,Deccan,17,77,33285,14-04-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/8,24000,12,DOTIJKL34562719
Bridgestone,225/45R17,Used,Kharadi,18.550985,73.934982,23368,13-07-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/8,16500,1,DOTMNOP78901520
Bridgestone,225/50R17,Used,Kothrud,18.50625,73.81486,20510,3/11/2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/6,21500,12,DOTEFGH90124822
Goodyear,215/60R16,Used,Shivajinagar,20.11784,79.029121,83006,31-08-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,65000,1,DOTIJKL34562719
Continental,225/50R17,Scrap,Hadapsar,18.496668,73.941666,21638,19-02-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/8,60000,11,DOTIJKL34562719
Bridgestone,225/50R17,Scrap,Kothrud,18.50625,73.81486,82138,27-06-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0,16500,7,DOTWXYZ56780124
Pirelli,215/60R16,Used,Kothrud,18.50625,73.81486,76585,23-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,54000,3,DOTIJKL34562719
Goodyear,215/60R16,Used,Deccan,17,77,32875,2/11/2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,54000,4,DOTMNOP78901520
Continental,225/50R17,Used,Shivane,18.5759,73.8931,52199,29-05-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/8,60000,11,DOTIJKL34562719
Goodyear,215/60R16,Scrap,Shivane,18.5759,73.8931,79733,10/3/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/8,51000,5,DOTIJKL34562719
Pirelli,235/45R17,Scrap,Deccan,17,77,92293,26-02-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,51000,3,DOTWXYZ56780124
Goodyear,205/55R16,Scrap,Koregaon Park,18.536207,73.893974,35239,12/10/2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/8,65000,5,DOTIJKL34562719
Bridgestone,215/60R16,Used,Kothrud,18.50625,73.81486,29975,24-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/7,69000,6,DOTWXYZ56780124
Goodyear,225/45R17,Used,Kalyani Nagar,18.5481,73.9033,28588,24-12-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/8,16500,5,DOTEFGH90124822
Michelin,215/60R16,Scrap,Camp,18.512231,73.88601,43765,7/4/2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,4000,8,DOTWXYZ56780124
Pirelli,225/45R17,Used,Deccan,17,77,7511,18-11-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,4000,1,DOTEFGH90124822
Pirelli,205/55R16,Scrap,Deccan,17,77,94640,28-09-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/7,51000,2,DOTWXYZ56780124
Continental,225/50R17,Scrap,Kharadi,18.550985,73.934982,49609,1/9/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/8,65000,7,DOTIJKL34562719
Michelin,205/55R16,Scrap,Aundh,18.562622,73.808723,28340,19-05-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/6,16500,12,DOTEFGH90124822
Bridgestone,225/50R17,Used,Magarpatta City,18.515806,73.927164,82554,27-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,83000,10,DOTIJKL34562719
Pirelli,235/45R17,Scrap,Kalyani Nagar,18.5481,73.9033,93353,23-05-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/6,16500,11,DOTIJKL34562719
Continental,235/45R17,Scrap,Hadapsar,18.496668,73.941666,80777,12/2/2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/7,4000,11,DOTIJKL34562719
Goodyear,225/45R17,Used,Shivane,18.5759,73.8931,54140,16-02-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/7,65000,6,DOTWXYZ56780124
Bridgestone,215/60R16,Scrap,Koregaon Park,18.536207,73.893974,9262,29-10-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,60000,12,DOTABCD12343523
Continental,215/60R16,Scrap,Koregaon Park,18.536207,73.893974,19187,6/11/2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/7,60000,4,DOTABCD12343523
Goodyear,225/50R17,Used,Kothrud,18.50625,73.81486,99331,17-10-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/6,60000,1,DOTEFGH90124822
Pirelli,205/55R16,Scrap,Hadapsar,18.496668,73.941666,77099,11/4/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,24000,8,DOTABCD12343523
Bridgestone,225/45R17,Used,Hadapsar,18.496668,73.941666,76453,13-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0,54000,3,DOTMNOP78901520
Pirelli,235/45R17,Used,Vishrantwadi,18.57856,73.87741,11557,1/8/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,54000,1,DOTABCD12343523
Bridgestone,205/55R16,Used,Koregaon Park,18.536207,73.893974,71645,3/2/2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,65000,8,DOTWXYZ56780124
Goodyear,235/45R17,Scrap,Deccan,17,77,20692,1/5/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,4000,3,DOTEFGH90124822
Michelin,225/50R17,Scrap,Hadapsar,18.496668,73.941666,7116,6/11/2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/7,69000,6,DOTIJKL34562719
Bridgestone,215/60R16,Scrap,Aundh,18.562622,73.808723,30494,26-11-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,65000,2,DOTMNOP78901520
Michelin,235/45R17,Scrap,Kothrud,18.50625,73.81486,26185,14-11-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,24000,6,DOTWXYZ56780124
Pirelli,205/55R16,Used,Shivajinagar,20.11784,79.029121,20036,2/6/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0,51000,3,DOTWXYZ56780124
Michelin,205/55R16,Scrap,Vishrantwadi,18.57856,73.87741,35992,1/2/2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/7,7000,2,DOTIJKL34562719
Michelin,225/50R17,Scrap,Kharadi,18.550985,73.934982,14269,28-04-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,24000,9,DOTMNOP78901520
Michelin,205/55R16,Scrap,Hinjewadi,18.593617,73.730133,41380,11/11/2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/7,7000,3,DOTIJKL34562719
Goodyear,225/45R17,Used,Shivajinagar,20.11784,79.029121,96047,2/6/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,4000,11,DOTIJKL34562719
Continental,225/45R17,Scrap,Magarpatta City,18.515806,73.927164,18193,18-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,51000,2,DOTABCD12343523
Goodyear,235/45R17,Used,Kalyani Nagar,18.5481,73.9033,49219,30-03-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/7,21500,1,DOTWXYZ56780124
Michelin,205/55R16,Scrap,Shivane,18.5759,73.8931,98837,20-02-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/7,21500,5,DOTIJKL34562719
Michelin,225/45R17,Scrap,Koregaon Park,18.536207,73.893974,26635,18-11-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0,65000,3,DOTMNOP78901520
Continental,205/55R16,Used,Kharadi,18.550985,73.934982,90944,4/7/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/8,65000,3,DOTEFGH90124822
Michelin,215/60R16,Used,Kharadi,18.550985,73.934982,60550,6/3/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/8,69000,2,DOTMNOP78901520
Michelin,215/60R16,Used,Hinjewadi,18.593617,73.730133,82924,18-04-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,69000,7,DOTABCD12343523
Bridgestone,215/60R16,Used,Aundh,18.562622,73.808723,32630,7/1/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/7,69000,8,DOTIJKL34562719
Pirelli,225/50R17,Scrap,Hadapsar,18.496668,73.941666,27508,5/5/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,7000,3,DOTIJKL34562719
Bridgestone,235/45R17,Used,Hadapsar,18.496668,73.941666,52973,20-06-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,69000,8,DOTWXYZ56780124
Continental,235/45R17,Used,Bavdhan,18.54085,73.76065,12816,5/8/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,51000,1,DOTIJKL34562719
Michelin,225/45R17,Scrap,Hinjewadi,18.593617,73.730133,63883,15-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,69000,3,DOTIJKL34562719
Michelin,225/45R17,Scrap,Vishrantwadi,18.57856,73.87741,37855,14-06-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/7,69000,2,DOTWXYZ56780124
Michelin,225/50R17,Scrap,Kothrud,18.50625,73.81486,87517,12/8/2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,65000,3,DOTEFGH90124822
Continental,225/45R17,Used,Shivane,18.5759,73.8931,44197,15-11-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/7,51000,4,DOTEFGH90124822
Michelin,235/45R17,Used,Shivajinagar,20.11784,79.029121,53486,5/2/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,54000,12,DOTABCD12343523
Continental,205/55R16,Scrap,Hinjewadi,18.593617,73.730133,22524,17-10-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/8,69000,11,DOTIJKL34562719
Continental,225/45R17,Scrap,Hinjewadi,18.593617,73.730133,61253,26-02-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/6,83000,12,DOTIJKL34562719
Bridgestone,225/50R17,Used,Aundh,18.562622,73.808723,18216,13-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,60000,9,DOTABCD12343523
Pirelli,235/45R17,Scrap,Kothrud,18.50625,73.81486,21244,11/2/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/7,51000,5,DOTEFGH90124822
Pirelli,225/45R17,Scrap,Aundh,18.562622,73.808723,33924,29-08-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/7,51000,5,DOTIJKL34562719
Continental,215/60R16,Used,Hadapsar,18.496668,73.941666,54484,12/1/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,4000,5,DOTWXYZ56780124
Pirelli,235/45R17,Scrap,Bavdhan,18.54085,73.76065,16032,2/10/2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,24000,12,DOTMNOP78901520
Michelin,225/45R17,Scrap,Koregaon Park,18.536207,73.893974,32297,26-12-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/7,83000,11,DOTEFGH90124822
Pirelli,205/55R16,Scrap,Kalyani Nagar,18.5481,73.9033,52934,24-08-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/8,7000,12,DOTABCD12343523
Pirelli,235/45R17,Used,Magarpatta City,18.515806,73.927164,11743,22-02-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/6,16500,10,DOTWXYZ56780124
Pirelli,235/45R17,Used,Kalyani Nagar,18.5481,73.9033,63334,9/3/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/7,21500,7,DOTABCD12343523
Michelin,225/50R17,Used,Bavdhan,18.54085,73.76065,39584,16-04-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/7,60000,11,DOTIJKL34562719
Michelin,225/45R17,Used,Bavdhan,18.54085,73.76065,89550,28-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,51000,3,DOTWXYZ56780124
Goodyear,215/60R16,Scrap,Deccan,17,77,17799,15-12-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,65000,12,DOTIJKL34562719
Michelin,215/60R16,Used,Camp,18.512231,73.88601,45214,1/5/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/6,51000,9,DOTABCD12343523
Continental,225/50R17,Scrap,Kharadi,18.550985,73.934982,82534,2/1/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,16500,4,DOTABCD12343523
Michelin,205/55R16,Scrap,Magarpatta City,18.515806,73.927164,28135,29-03-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/8,69000,8,DOTWXYZ56780124
Goodyear,215/60R16,Used,Bavdhan,18.54085,73.76065,15651,3/1/2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,7000,7,DOTIJKL34562719
Pirelli,235/45R17,Used,Magarpatta City,18.515806,73.927164,71051,10/12/2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/7,51000,2,DOTABCD12343523
Michelin,225/45R17,Used,Hadapsar,18.496668,73.941666,40513,1/7/2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/6,21500,11,DOTEFGH90124822
Michelin,235/45R17,Used,Hadapsar,18.496668,73.941666,99172,29-03-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/8,54000,1,DOTIJKL34562719
Michelin,215/60R16,Used,Vishrantwadi,18.57856,73.87741,50900,30-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/8,16500,1,DOTWXYZ56780124
Bridgestone,215/60R16,Scrap,Bavdhan,18.54085,73.76065,92150,27-02-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,24000,3,DOTEFGH90124822
Goodyear,225/50R17,Used,Hadapsar,18.496668,73.941666,52090,20-08-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,4000,4,DOTIJKL34562719
Bridgestone,225/45R17,Scrap,Aundh,18.562622,73.808723,78062,7/3/2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/7,54000,9,DOTWXYZ56780124
Pirelli,205/55R16,Scrap,Kothrud,18.50625,73.81486,86905,17-08-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,69000,10,DOTEFGH90124822
Pirelli,205/55R16,Scrap,Kothrud,18.50625,73.81486,74705,7/9/2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/8,24000,3,DOTEFGH90124822
Continental,225/50R17,Used,Aundh,18.562622,73.808723,28727,16-08-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/7,83000,8,DOTEFGH90124822
Pirelli,215/60R16,Scrap,Magarpatta City,18.515806,73.927164,34723,7/2/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,51000,6,DOTABCD12343523
Goodyear,215/60R16,Scrap,Deccan,17,77,64408,6/3/2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/7,7000,1,DOTMNOP78901520
Continental,225/50R17,Used,Shivane,18.5759,73.8931,47938,23-03-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/7,21500,1,DOTIJKL34562719
Continental,215/60R16,Used,Bavdhan,18.54085,73.76065,98675,7/3/2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/6,65000,7,DOTWXYZ56780124
Pirelli,225/50R17,Used,Kharadi,18.550985,73.934982,39590,28-12-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,60000,3,DOTMNOP78901520
Goodyear,235/45R17,Used,Shivajinagar,20.11784,79.029121,31933,25-10-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,83000,2,DOTWXYZ56780124
