S.No,Tire Brand,Tire Size,Condition,Location,Latitude,Longitude,Pincode,Recycling Date,Tire Type,Recycling Method,Recycled Product,Recycling Facility,Tread_Depths,Odometer_Reading,Age,DOT Date Code
341,Michelin,215/60R16,Scrap,Hadapsar,17.786137,59.817241,79398,23-07-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0,21500,5,DOTIJKL34562719
342,Pirelli,205/55R16,Scrap,Shivane,47.8431005,146.744239,75368,09-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,24000,8,DOTIJKL34562719
343,Goodyear,205/55R16,Used,Hinjewadi,89.5509075,174.395276,62576,09-12-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/7,4000,4,DOTWXYZ56780124
344,Continental,205/55R16,Used,Shivane,9.7761065,-105.142452,32631,07-09-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,24000,2,DOTEFGH90124822
345,Bridgestone,215/60R16,Scrap,Camp,36.7313205,157.740002,18285,07-07-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/6,54000,7,DOTEFGH90124822
346,Continental,205/55R16,Used,Magarpatta City,37.219727,129.388515,40767,16-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/8,65000,8,DOTIJKL34562719
347,Michelin,225/45R17,Used,Kothrud,-36.976045,24.68873,88578,05-12-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/7,16500,10,DOTEFGH90124822
348,Bridgestone,225/45R17,Scrap,Hadapsar,35.9372335,-2.607874,7952,28-02-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,83000,8,DOTIJKL34562719
349,Goodyear,215/60R16,Used,Shivajinagar,69.637421,-118.892808,64603,08-03-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,54000,10,DOTMNOP78901520
350,Continental,225/45R17,Used,Shivane,-49.9113615,-63.846089,79164,16-05-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,24000,12,DOTWXYZ56780124
351,Continental,215/60R16,Scrap,Shivane,-33.343311,-15.039252,91389,06-09-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/7,24000,7,DOTABCD12343523
352,Pirelli,225/45R17,Used,Camp,10.216825,-169.585197,44387,25-01-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,83000,8,DOTEFGH90124822
353,Michelin,235/45R17,Used,Bavdhan,-87.4586145,2.616281,70634,28-09-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/7,16500,6,DOTIJKL34562719
354,Continental,225/45R17,Used,Deccan,1.137184,119.608685,80846,26-12-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0,24000,11,DOTIJKL34562719
355,Michelin,235/45R17,Used,Bavdhan,52.7856675,18.538297,48864,20-03-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/8,24000,11,DOTMNOP78901520
356,Bridgestone,205/55R16,Used,Camp,-70.9576885,54.282428,69704,16-09-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,69000,1,DOTABCD12343523
357,Pirelli,205/55R16,Used,Deccan,86.5178675,-10.124739,88283,20-02-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0,51000,1,DOTWXYZ56780124
358,Michelin,225/50R17,Scrap,Camp,82.3381665,-122.577178,55368,25-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,7000,9,DOTMNOP78901520
359,Bridgestone,225/45R17,Used,Magarpatta City,53.554578,-120.72166,80508,23-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/7,24000,4,DOTWXYZ56780124
360,Pirelli,235/45R17,Scrap,Kothrud,2.116646,3.655371,60513,23-07-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,60000,7,DOTIJKL34562719
361,Bridgestone,215/60R16,Scrap,Shivajinagar,51.8760115,143.536315,55462,23-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/8,83000,2,DOTWXYZ56780124
362,Goodyear,225/50R17,Used,Kalyani Nagar,42.341988,-87.235368,5669,07-01-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/6,60000,2,DOTWXYZ56780124
363,Continental,215/60R16,Scrap,Deccan,78.179564,-145.484989,80899,30-12-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,7000,3,DOTIJKL34562719
364,Pirelli,235/45R17,Scrap,Hinjewadi,-42.0738205,-126.684426,66793,04-10-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,7000,8,DOTMNOP78901520
365,Bridgestone,225/50R17,Scrap,Deccan,-66.61207,-106.231939,1996,25-06-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/8,65000,1,DOTIJKL34562719
366,Goodyear,205/55R16,Used,Kalyani Nagar,-19.8052685,-92.599199,22187,13-07-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/6,7000,6,DOTIJKL34562719
367,Pirelli,225/50R17,Used,Vishrantwadi,76.118371,119.212415,32643,30-04-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/8,51000,3,DOTMNOP78901520
368,Goodyear,235/45R17,Scrap,Kalyani Nagar,-20.2147345,-30.952779,71023,29-03-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,24000,8,DOTIJKL34562719
369,Goodyear,225/45R17,Used,Koregaon Park,-73.582352,65.273233,69620,30-04-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/7,60000,9,DOTIJKL34562719
370,Goodyear,225/50R17,Used,Camp,58.757203,-20.40029,73469,12-11-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,21500,4,DOTEFGH90124822
371,Continental,215/60R16,Used,Bavdhan,-11.191028,32.751744,60814,09-04-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/7,24000,8,DOTABCD12343523
372,Continental,235/45R17,Used,Shivajinagar,45.1569625,-165.907219,19466,13-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,54000,4,DOTABCD12343523
373,Bridgestone,225/50R17,Scrap,Hadapsar,70.152076,-174.933853,79808,25-03-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/8,83000,2,DOTEFGH90124822
374,Goodyear,225/50R17,Used,Hadapsar,0.872333,3.171229,829,06-05-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,60000,9,DOTEFGH90124822
375,Bridgestone,205/55R16,Scrap,Hadapsar,-10.831697,-143.720841,82640,30-10-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,83000,3,DOTABCD12343523
376,Goodyear,225/45R17,Used,Magarpatta City,-52.0964405,87.218895,96444,16-09-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/7,69000,10,DOTABCD12343523
377,Michelin,225/45R17,Scrap,Koregaon Park,-18.524183,-17.285459,73111,25-07-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0,65000,3,DOTEFGH90124822
378,Michelin,205/55R16,Scrap,Deccan,76.5201805,-32.831926,27401,04-06-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,69000,9,DOTIJKL34562719
379,Bridgestone,205/55R16,Scrap,Aundh,-17.588903,-38.61309,15845,24-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,69000,1,DOTIJKL34562719
380,Michelin,235/45R17,Scrap,Kothrud,-29.176753,162.052459,14461,02-01-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/7,69000,9,DOTIJKL34562719
381,Goodyear,205/55R16,Used,Shivane,-32.8919725,-17.605784,73377,22-07-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,16500,7,DOTMNOP78901520
382,Pirelli,205/55R16,Used,Aundh,-55.1824885,4.618662,58245,07-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,21500,9,DOTWXYZ56780124
383,Continental,225/50R17,Scrap,Shivajinagar,53.1898945,-105.317683,51805,21-10-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,69000,5,DOTIJKL34562719
384,Continental,215/60R16,Used,Kharadi,-51.343602,175.070163,43043,08-03-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,7000,5,DOTIJKL34562719
385,Continental,225/45R17,Used,Hinjewadi,-84.9038525,-143.528644,52137,21-03-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/7,69000,7,DOTMNOP78901520
386,Bridgestone,205/55R16,Used,Kharadi,-14.259156,-99.604447,65791,06-03-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,83000,1,DOTMNOP78901520
387,Goodyear,205/55R16,Scrap,Hinjewadi,12.203131,-176.166891,7864,09-01-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,7000,4,DOTABCD12343523
388,Bridgestone,205/55R16,Used,Vishrantwadi,53.87063,24.701823,30369,09-08-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,4000,6,DOTWXYZ56780124
389,Bridgestone,235/45R17,Scrap,Shivane,4.5849365,-50.578775,28127,12-05-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,65000,4,DOTWXYZ56780124
390,Goodyear,205/55R16,Used,Kharadi,7.2130625,135.318957,35487,17-05-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/6,51000,10,DOTEFGH90124822
391,Continental,205/55R16,Scrap,Vishrantwadi,49.184752,154.431866,96739,29-10-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,16500,3,DOTEFGH90124822
392,Continental,225/50R17,Used,Hadapsar,-69.154283,93.493697,64262,25-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/6,60000,5,DOTEFGH90124822
393,Continental,235/45R17,Used,Camp,6.7512035,-174.092259,14734,08-11-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,21500,2,DOTMNOP78901520
394,Continental,225/45R17,Scrap,Camp,-13.643333,99.047409,16972,07-02-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,54000,7,DOTIJKL34562719
395,Continental,215/60R16,Used,Kharadi,-77.625343,148.675408,76063,06-01-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,69000,1,DOTMNOP78901520
396,Goodyear,205/55R16,Scrap,Camp,7.2126445,-94.698521,42425,26-11-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,7000,3,DOTIJKL34562719
397,Michelin,215/60R16,Used,Magarpatta City,33.7736315,-99.99881,22436,01-08-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,24000,5,DOTMNOP78901520
398,Continental,225/50R17,Used,Kharadi,15.9393025,146.172543,50951,11-03-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,16500,10,DOTMNOP78901520
399,Bridgestone,215/60R16,Scrap,Shivajinagar,-66.313928,160.302674,44327,26-03-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,24000,8,DOTIJKL34562719
400,Bridgestone,205/55R16,Used,Hadapsar,-89.66262,-118.053403,74979,02-12-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,60000,11,DOTWXYZ56780124
401,Bridgestone,215/60R16,Used,Vishrantwadi,45.0765715,26.93868,68430,11-01-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/6,7000,5,DOTEFGH90124822
402,Continental,215/60R16,Used,Bavdhan,-20.5524315,-63.183211,15097,25-11-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,24000,8,DOTWXYZ56780124
403,Goodyear,225/50R17,Scrap,Vishrantwadi,13.4977725,107.172495,39462,22-02-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,65000,5,DOTIJKL34562719
404,Pirelli,225/45R17,Used,Kalyani Nagar,-26.3565145,75.820512,92807,14-04-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,54000,9,DOTABCD12343523
405,Bridgestone,225/50R17,Used,Hinjewadi,-36.101452,-60.655152,67889,07-04-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,83000,12,DOTWXYZ56780124
406,Bridgestone,225/45R17,Used,Shivane,-8.743965,-25.214263,98027,14-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/7,24000,3,DOTEFGH90124822
407,Bridgestone,215/60R16,Used,Deccan,40.548633,-49.006476,29945,09-03-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/6,21500,5,DOTEFGH90124822
408,Continental,225/45R17,Used,Bavdhan,34.0926755,-7.295697,68074,21-04-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/6,65000,3,DOTMNOP78901520
409,Bridgestone,225/45R17,Scrap,Deccan,-67.4183685,148.127473,39807,29-09-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,16500,10,DOTIJKL34562719
410,Goodyear,225/45R17,Scrap,Bavdhan,-55.7226695,-111.258611,58047,10-05-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,21500,2,DOTMNOP78901520
411,Pirelli,225/45R17,Scrap,Kharadi,33.74616,-178.285626,32279,31-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/8,7000,12,DOTIJKL34562719
412,Continental,225/45R17,Scrap,Magarpatta City,59.0821405,27.248419,44819,08-03-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,7000,5,DOTMNOP78901520
413,Michelin,225/50R17,Used,Hadapsar,-5.6816295,22.616622,97062,14-01-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0,54000,1,DOTWXYZ56780124
414,Michelin,215/60R16,Used,Kothrud,57.7749335,91.361161,58314,30-10-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,51000,5,DOTMNOP78901520
415,Goodyear,205/55R16,Used,Bavdhan,21.494554,-139.192005,36766,26-01-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/6,65000,5,DOTMNOP78901520
416,Pirelli,225/50R17,Used,Kharadi,64.254272,-67.5768,43932,15-01-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,4000,4,DOTABCD12343523
417,Goodyear,205/55R16,Used,Kothrud,39.4435285,-116.946788,87826,31-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0,7000,5,DOTEFGH90124822
418,Bridgestone,235/45R17,Used,Shivane,-27.4277175,91.623758,68357,28-09-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,60000,6,DOTWXYZ56780124
419,Continental,215/60R16,Scrap,Shivajinagar,-85.1528145,177.223566,44153,01-04-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,65000,3,DOTWXYZ56780124
420,Michelin,215/60R16,Used,Kothrud,-58.2411945,-96.716977,7651,20-03-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,51000,12,DOTWXYZ56780124
421,Goodyear,225/50R17,Used,Vishrantwadi,-37.186317,53.013049,82258,01-12-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/6,16500,7,DOTIJKL34562719
422,Bridgestone,215/60R16,Scrap,Bavdhan,31.4140875,90.125071,85835,15-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/8,65000,2,DOTABCD12343523
423,Continental,205/55R16,Scrap,Kalyani Nagar,51.8322895,-49.708122,11999,29-08-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,54000,5,DOTABCD12343523
424,Pirelli,225/45R17,Used,Koregaon Park,11.4365925,-134.922964,95684,20-02-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,16500,9,DOTMNOP78901520
425,Continental,235/45R17,Scrap,Kharadi,47.248442,120.837255,11702,06-11-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,83000,4,DOTWXYZ56780124
426,Pirelli,225/50R17,Scrap,Magarpatta City,57.0091605,122.125099,38839,25-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,51000,1,DOTABCD12343523
427,Bridgestone,225/50R17,Scrap,Aundh,52.1447495,-153.709802,56622,06-11-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/8,21500,6,DOTEFGH90124822
428,Bridgestone,225/50R17,Used,Aundh,5.590509,30.230591,33855,30-10-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,54000,6,DOTWXYZ56780124
429,Bridgestone,235/45R17,Used,Shivane,-6.4094325,-166.623408,70590,17-02-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,4000,5,DOTEFGH90124822
430,Bridgestone,205/55R16,Used,Hadapsar,12.8718265,-44.811638,21745,05-05-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,51000,5,DOTIJKL34562719
431,Continental,215/60R16,Used,Vishrantwadi,10.082669,-151.211719,99901,30-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,4000,1,DOTEFGH90124822
432,Goodyear,205/55R16,Used,Hinjewadi,83.475274,128.989063,26246,12-11-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,21500,9,DOTWXYZ56780124
433,Pirelli,235/45R17,Used,Vishrantwadi,11.049859,-8.855957,18528,15-09-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,51000,12,DOTABCD12343523
434,Michelin,225/45R17,Scrap,Vishrantwadi,83.0230505,-96.056967,99710,01-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,7000,4,DOTEFGH90124822
435,Michelin,225/45R17,Scrap,Kothrud,37.900963,-94.544152,42376,09-08-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,83000,4,DOTMNOP78901520
436,Continental,205/55R16,Scrap,Bavdhan,8.2384305,65.162989,65166,01-11-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/8,60000,11,DOTWXYZ56780124
437,Goodyear,225/45R17,Used,Shivajinagar,-57.6705025,133.142687,23857,20-11-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/6,65000,9,DOTIJKL34562719
438,Pirelli,215/60R16,Scrap,Kharadi,66.5860805,163.782004,79042,23-04-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/6,83000,3,DOTWXYZ56780124
439,Pirelli,215/60R16,Scrap,Shivane,9.459741,-37.957486,48544,22-05-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/7,16500,5,DOTMNOP78901520
440,Pirelli,235/45R17,Used,Magarpatta City,87.1694135,178.266907,62346,03-12-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0,60000,6,DOTWXYZ56780124
441,Continental,225/50R17,Scrap,Kalyani Nagar,-24.126671,162.501853,82566,02-11-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,69000,6,DOTEFGH90124822
442,Michelin,205/55R16,Scrap,Vishrantwadi,-54.216973,66.193861,51538,28-10-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/6,4000,11,DOTWXYZ56780124
443,Michelin,205/55R16,Used,Kothrud,-8.1978175,-6.489186,23818,23-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,69000,9,DOTWXYZ56780124
444,Pirelli,215/60R16,Scrap,Kalyani Nagar,-18.249727,-88.023054,49035,02-10-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,65000,1,DOTWXYZ56780124
445,Bridgestone,235/45R17,Scrap,Kothrud,56.7912055,-93.788199,57177,08-06-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/8,16500,9,DOTIJKL34562719
446,Bridgestone,235/45R17,Used,Koregaon Park,-86.166072,-111.233647,86980,12-07-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/8,83000,7,DOTIJKL34562719
447,Goodyear,225/50R17,Used,Shivajinagar,-39.9204805,-138.795108,33074,16-03-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,83000,4,DOTEFGH90124822
448,Goodyear,225/45R17,Used,Kalyani Nagar,47.2177935,-35.127732,33967,15-03-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,60000,3,DOTEFGH90124822
449,Michelin,225/50R17,Used,Shivane,46.3220065,111.863537,51700,05-01-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/6,65000,3,DOTEFGH90124822
450,Pirelli,235/45R17,Scrap,Kharadi,-75.125963,85.034506,17729,07-01-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/6,16500,4,DOTWXYZ56780124
451,Bridgestone,205/55R16,Scrap,Shivajinagar,-17.536871,103.928414,6377,09-11-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,16500,6,DOTMNOP78901520
452,Goodyear,235/45R17,Scrap,Hadapsar,-8.597493,66.417425,11427,25-12-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,60000,2,DOTWXYZ56780124
453,Pirelli,235/45R17,Scrap,Aundh,-60.0301555,-177.761087,36321,15-09-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/8,4000,10,DOTIJKL34562719
454,Goodyear,225/45R17,Scrap,Vishrantwadi,-82.1267595,174.500464,96388,11-04-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,54000,10,DOTABCD12343523
455,Pirelli,235/45R17,Scrap,Koregaon Park,-29.936454,135.169624,86204,26-07-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,4000,8,DOTIJKL34562719
456,Pirelli,215/60R16,Scrap,Bavdhan,-52.3124455,179.637499,87668,07-03-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,16500,12,DOTEFGH90124822
457,Pirelli,225/50R17,Scrap,Deccan,51.0435445,6.815184,33285,14-04-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/8,24000,12,DOTIJKL34562719
458,Bridgestone,225/45R17,Used,Kharadi,-55.4697155,-54.972966,23368,13-07-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/8,16500,1,DOTMNOP78901520
459,Bridgestone,225/50R17,Used,Kothrud,-21.803055,160.354635,20510,03-11-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/6,21500,12,DOTEFGH90124822
460,Goodyear,215/60R16,Used,Shivajinagar,-65.137052,90.347699,83006,31-08-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,65000,1,DOTIJKL34562719
461,Continental,225/50R17,Scrap,Hadapsar,-13.2396365,-153.445864,21638,19-02-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/8,60000,11,DOTIJKL34562719
462,Bridgestone,225/50R17,Scrap,Kothrud,61.677096,1.907683,82138,27-06-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0,16500,7,DOTWXYZ56780124
463,Pirelli,215/60R16,Used,Kothrud,5.6043935,119.521998,76585,23-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,54000,3,DOTIJKL34562719
464,Goodyear,215/60R16,Used,Deccan,-54.074244,33.288795,32875,02-11-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,54000,4,DOTMNOP78901520
465,Continental,225/50R17,Used,Shivane,-79.881957,36.047128,52199,29-05-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/8,60000,11,DOTIJKL34562719
466,Goodyear,215/60R16,Scrap,Shivane,51.0478535,34.334495,79733,10-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/8,51000,5,DOTIJKL34562719
467,Pirelli,235/45R17,Scrap,Deccan,-62.3186665,104.365637,92293,26-02-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,51000,3,DOTWXYZ56780124
468,Goodyear,205/55R16,Scrap,Koregaon Park,52.312577,-107.918977,35239,12-10-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/8,65000,5,DOTIJKL34562719
469,Bridgestone,215/60R16,Used,Kothrud,-71.014323,-15.982822,29975,24-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/7,69000,6,DOTWXYZ56780124
470,Goodyear,225/45R17,Used,Kalyani Nagar,-21.521857,38.597308,28588,24-12-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/8,16500,5,DOTEFGH90124822
471,Michelin,215/60R16,Scrap,Camp,-81.056663,-51.505326,43765,07-04-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,4000,8,DOTWXYZ56780124
472,Pirelli,225/45R17,Used,Deccan,20.114312,2.567629,7511,18-11-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,4000,1,DOTEFGH90124822
473,Pirelli,205/55R16,Scrap,Deccan,65.4652605,61.030664,94640,28-09-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/7,51000,2,DOTWXYZ56780124
474,Continental,225/50R17,Scrap,Kharadi,-58.3120285,-81.124969,49609,01-09-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/8,65000,7,DOTIJKL34562719
475,Michelin,205/55R16,Scrap,Aundh,-14.258439,-72.438504,28340,19-05-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/6,16500,12,DOTEFGH90124822
476,Bridgestone,225/50R17,Used,Magarpatta City,-40.10243,147.149676,82554,27-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,83000,10,DOTIJKL34562719
477,Pirelli,235/45R17,Scrap,Kalyani Nagar,34.84401,-111.355467,93353,23-05-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/6,16500,11,DOTIJKL34562719
