Tire Brand,Tire Size,Condition,Location,Latitude,Longitude,Pincode,Recycling Date,Tire Type,Recycling Method,Recycled Product,Recycling Facility,Tread_Depths,Odometer_Reading,Age,DOT Date Code
Continental,235/45R17,Scrap,Kharadi,47.248442,120.837255,11702,06-11-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,83000,4,DOTWXYZ56780124
Pirelli,225/50R17,Scrap,Magarpatta City,57.0091605,122.125099,38839,25-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,51000,1,DOTABCD12343523
Bridgestone,225/50R17,Scrap,Aundh,52.1447495,-153.709802,56622,06-11-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/8,21500,6,DOTEFGH90124822
Bridgestone,225/50R17,Used,Aundh,5.590509,30.230591,33855,30-10-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,54000,6,DOTWXYZ56780124
Bridgestone,235/45R17,Used,Shivane,-6.4094325,-166.623408,70590,17-02-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,4000,5,DOTEFGH90124822
Bridgestone,205/55R16,Used,Hadapsar,12.8718265,-44.811638,21745,05-05-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,51000,5,DOTIJKL34562719
Continental,215/60R16,Used,Vishrantwadi,10.082669,-151.211719,99901,30-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,4000,1,DOTEFGH90124822
Goodyear,205/55R16,Used,Hinjewadi,83.475274,128.989063,26246,12-11-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,21500,9,DOTWXYZ56780124
Pirelli,235/45R17,Used,Vishrantwadi,11.049859,-8.855957,18528,15-09-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,51000,12,DOTABCD12343523
Michelin,225/45R17,Scrap,Vishrantwadi,83.0230505,-96.056967,99710,01-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,7000,4,DOTEFGH90124822
Michelin,225/45R17,Scrap,Kothrud,37.900963,-94.544152,42376,09-08-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,83000,4,DOTMNOP78901520
Continental,205/55R16,Scrap,Bavdhan,8.2384305,65.162989,65166,01-11-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/8,60000,11,DOTWXYZ56780124
Goodyear,225/45R17,Used,Shivajinagar,-57.6705025,133.142687,23857,20-11-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/6,65000,9,DOTIJKL34562719
Pirelli,215/60R16,Scrap,Kharadi,66.5860805,163.782004,79042,23-04-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/6,83000,3,DOTWXYZ56780124
Pirelli,215/60R16,Scrap,Shivane,9.459741,-37.957486,48544,22-05-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/7,16500,5,DOTMNOP78901520
Pirelli,235/45R17,Used,Magarpatta City,87.1694135,178.266907,62346,03-12-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0,60000,6,DOTWXYZ56780124
Continental,225/50R17,Scrap,Kalyani Nagar,-24.126671,162.501853,82566,02-11-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,69000,6,DOTEFGH90124822
Michelin,205/55R16,Scrap,Vishrantwadi,-54.216973,66.193861,51538,28-10-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/6,4000,11,DOTWXYZ56780124
Michelin,205/55R16,Used,Kothrud,-8.1978175,-6.489186,23818,23-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,69000,9,DOTWXYZ56780124
Pirelli,215/60R16,Scrap,Kalyani Nagar,-18.249727,-88.023054,49035,02-10-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,65000,1,DOTWXYZ56780124
Bridgestone,235/45R17,Scrap,Kothrud,56.7912055,-93.788199,57177,08-06-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/8,16500,9,DOTIJKL34562719
Bridgestone,235/45R17,Used,Koregaon Park,-86.166072,-111.233647,86980,12-07-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/8,83000,7,DOTIJKL34562719
Goodyear,225/50R17,Used,Shivajinagar,-39.9204805,-138.795108,33074,16-03-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,83000,4,DOTEFGH90124822
Goodyear,225/45R17,Used,Kalyani Nagar,47.2177935,-35.127732,33967,15-03-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,60000,3,DOTEFGH90124822
Michelin,225/50R17,Used,Shivane,46.3220065,111.863537,51700,05-01-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/6,65000,3,DOTEFGH90124822
Pirelli,235/45R17,Scrap,Kharadi,-75.125963,85.034506,17729,07-01-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/6,16500,4,DOTWXYZ56780124
Bridgestone,205/55R16,Scrap,Shivajinagar,-17.536871,103.928414,6377,09-11-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,16500,6,DOTMNOP78901520
Goodyear,235/45R17,Scrap,Hadapsar,-8.597493,66.417425,11427,25-12-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,60000,2,DOTWXYZ56780124
Pirelli,235/45R17,Scrap,Aundh,-60.0301555,-177.761087,36321,15-09-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/8,4000,10,DOTIJKL34562719
Goodyear,225/45R17,Scrap,Vishrantwadi,-82.1267595,174.500464,96388,11-04-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,54000,10,DOTABCD12343523
Pirelli,235/45R17,Scrap,Koregaon Park,-29.936454,135.169624,86204,26-07-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,4000,8,DOTIJKL34562719
Pirelli,215/60R16,Scrap,Bavdhan,-52.3124455,179.637499,87668,07-03-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,16500,12,DOTEFGH90124822
Pirelli,225/50R17,Scrap,Deccan,51.0435445,6.815184,33285,14-04-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/8,24000,12,DOTIJKL34562719
Bridgestone,225/45R17,Used,Kharadi,-55.4697155,-54.972966,23368,13-07-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/8,16500,1,DOTMNOP78901520
Bridgestone,225/50R17,Used,Kothrud,-21.803055,160.354635,20510,03-11-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/6,21500,12,DOTEFGH90124822
Goodyear,215/60R16,Used,Shivajinagar,-65.137052,90.347699,83006,31-08-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,65000,1,DOTIJKL34562719
Continental,225/50R17,Scrap,Hadapsar,-13.2396365,-153.445864,21638,19-02-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/8,60000,11,DOTIJKL34562719
Bridgestone,225/50R17,Scrap,Kothrud,61.677096,1.907683,82138,27-06-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0,16500,7,DOTWXYZ56780124
Pirelli,215/60R16,Used,Kothrud,5.6043935,119.521998,76585,23-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,54000,3,DOTIJKL34562719
Goodyear,215/60R16,Used,Deccan,-54.074244,33.288795,32875,02-11-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,54000,4,DOTMNOP78901520
Continental,225/50R17,Used,Shivane,-79.881957,36.047128,52199,29-05-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/8,60000,11,DOTIJKL34562719
Goodyear,215/60R16,Scrap,Shivane,51.0478535,34.334495,79733,10-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/8,51000,5,DOTIJKL34562719
Pirelli,235/45R17,Scrap,Deccan,-62.3186665,104.365637,92293,26-02-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,51000,3,DOTWXYZ56780124
Goodyear,205/55R16,Scrap,Koregaon Park,52.312577,-107.918977,35239,12-10-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/8,65000,5,DOTIJKL34562719
Bridgestone,215/60R16,Used,Kothrud,-71.014323,-15.982822,29975,24-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/7,69000,6,DOTWXYZ56780124
Goodyear,225/45R17,Used,Kalyani Nagar,-21.521857,38.597308,28588,24-12-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/8,16500,5,DOTEFGH90124822
Michelin,215/60R16,Scrap,Camp,-81.056663,-51.505326,43765,07-04-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,4000,8,DOTWXYZ56780124
Pirelli,225/45R17,Used,Deccan,20.114312,2.567629,7511,18-11-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,4000,1,DOTEFGH90124822
Pirelli,205/55R16,Scrap,Deccan,65.4652605,61.030664,94640,28-09-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/7,51000,2,DOTWXYZ56780124
Continental,225/50R17,Scrap,Kharadi,-58.3120285,-81.124969,49609,01-09-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/8,65000,7,DOTIJKL34562719
Michelin,205/55R16,Scrap,Aundh,-14.258439,-72.438504,28340,19-05-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/6,16500,12,DOTEFGH90124822
Bridgestone,225/50R17,Used,Magarpatta City,-40.10243,147.149676,82554,27-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,83000,10,DOTIJKL34562719
Pirelli,235/45R17,Scrap,Kalyani Nagar,34.84401,-111.355467,93353,23-05-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/6,16500,11,DOTIJKL34562719
Continental,235/45R17,Scrap,Hadapsar,31.6056565,89.607024,80777,12-02-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/7,4000,11,DOTIJKL34562719
Goodyear,225/45R17,Used,Shivane,35.2586045,7.922616,54140,16-02-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/7,65000,6,DOTWXYZ56780124
Bridgestone,215/60R16,Scrap,Koregaon Park,-40.372135,-103.568157,9262,29-10-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,60000,12,DOTABCD12343523
Continental,215/60R16,Scrap,Koregaon Park,-86.1467995,-169.693666,19187,06-11-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/7,60000,4,DOTABCD12343523
Goodyear,225/50R17,Used,Kothrud,-29.817815,170.073456,99331,17-10-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/6,60000,1,DOTEFGH90124822
Pirelli,205/55R16,Scrap,Hadapsar,43.239098,14.334308,77099,11-04-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,24000,8,DOTABCD12343523
Bridgestone,225/45R17,Used,Hadapsar,-57.967474,148.983839,76453,13-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0,54000,3,DOTMNOP78901520
Pirelli,235/45R17,Used,Vishrantwadi,-28.8531985,26.648923,11557,01-08-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,54000,1,DOTABCD12343523
Bridgestone,205/55R16,Used,Koregaon Park,58.811688,116.761349,71645,03-02-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,65000,8,DOTWXYZ56780124
Goodyear,235/45R17,Scrap,Deccan,87.881016,156.809538,20692,01-05-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,4000,3,DOTEFGH90124822
Michelin,225/50R17,Scrap,Hadapsar,29.45295,-97.82227,7116,06-11-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/7,69000,6,DOTIJKL34562719
Bridgestone,215/60R16,Scrap,Aundh,-53.6377325,179.823615,30494,26-11-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,65000,2,DOTMNOP78901520
Michelin,235/45R17,Scrap,Kothrud,-51.7735855,126.387563,26185,14-11-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,24000,6,DOTWXYZ56780124
Pirelli,205/55R16,Used,Shivajinagar,4.550643,-30.845602,20036,02-06-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0,51000,3,DOTWXYZ56780124
Michelin,205/55R16,Scrap,Vishrantwadi,19.073992,44.920268,35992,01-02-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/7,7000,2,DOTIJKL34562719
Michelin,225/50R17,Scrap,Kharadi,-70.9389695,104.087949,14269,28-04-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,24000,9,DOTMNOP78901520
Michelin,205/55R16,Scrap,Hinjewadi,-54.849436,115.675865,41380,11-11-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/7,7000,3,DOTIJKL34562719
Goodyear,225/45R17,Used,Shivajinagar,-6.5102225,27.808721,96047,02-06-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,4000,11,DOTIJKL34562719
Continental,225/45R17,Scrap,Magarpatta City,-35.2133815,-175.528688,18193,18-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,51000,2,DOTABCD12343523
Goodyear,235/45R17,Used,Kalyani Nagar,-1.4865775,24.908225,49219,30-03-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/7,21500,1,DOTWXYZ56780124
Michelin,205/55R16,Scrap,Shivane,74.4640555,36.382587,98837,20-02-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/7,21500,5,DOTIJKL34562719
Michelin,225/45R17,Scrap,Koregaon Park,-45.3167575,-102.562628,26635,18-11-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0,65000,3,DOTMNOP78901520
Continental,205/55R16,Used,Kharadi,-45.0256795,-5.777083,90944,04-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/8,65000,3,DOTEFGH90124822
Michelin,215/60R16,Used,Kharadi,30.2057065,-75.84582,60550,06-03-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/8,69000,2,DOTMNOP78901520
Michelin,215/60R16,Used,Hinjewadi,-32.511221,110.635482,82924,18-04-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,69000,7,DOTABCD12343523
Bridgestone,215/60R16,Used,Aundh,-14.9469175,-52.002838,32630,07-01-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/7,69000,8,DOTIJKL34562719
Pirelli,225/50R17,Scrap,Hadapsar,-57.7333425,70.68203,27508,05-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,7000,3,DOTIJKL34562719
Bridgestone,235/45R17,Used,Hadapsar,-41.875292,-122.458723,52973,20-06-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,69000,8,DOTWXYZ56780124
Continental,235/45R17,Used,Bavdhan,-73.059468,121.91772,12816,05-08-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,51000,1,DOTIJKL34562719
Michelin,225/45R17,Scrap,Hinjewadi,47.21937,149.250224,63883,15-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,69000,3,DOTIJKL34562719
Michelin,225/45R17,Scrap,Vishrantwadi,20.861201,-137.244036,37855,14-06-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/7,69000,2,DOTWXYZ56780124
Michelin,225/50R17,Scrap,Kothrud,65.9895825,40.127676,87517,12-08-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,65000,3,DOTEFGH90124822
Continental,225/45R17,Used,Shivane,89.827231,-22.622809,44197,15-11-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/7,51000,4,DOTEFGH90124822
Michelin,235/45R17,Used,Shivajinagar,84.7471605,139.835025,53486,05-02-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,54000,12,DOTABCD12343523
Continental,205/55R16,Scrap,Hinjewadi,49.93515,-82.976649,22524,17-10-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/8,69000,11,DOTIJKL34562719
Continental,225/45R17,Scrap,Hinjewadi,12.925742,10.506402,61253,26-02-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/6,83000,12,DOTIJKL34562719
Bridgestone,225/50R17,Used,Aundh,73.2363375,-58.550171,18216,13-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,60000,9,DOTABCD12343523
Pirelli,235/45R17,Scrap,Kothrud,-89.662145,12.488984,21244,11-02-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/7,51000,5,DOTEFGH90124822
Pirelli,225/45R17,Scrap,Aundh,83.347939,-35.745621,33924,29-08-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/7,51000,5,DOTIJKL34562719
Continental,215/60R16,Used,Hadapsar,45.1154235,-69.011832,54484,12-01-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,4000,5,DOTWXYZ56780124
Pirelli,235/45R17,Scrap,Bavdhan,-42.333043,-19.062067,16032,02-10-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,24000,12,DOTMNOP78901520
Michelin,225/45R17,Scrap,Koregaon Park,42.307438,66.414988,32297,26-12-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/7,83000,11,DOTEFGH90124822
Pirelli,205/55R16,Scrap,Kalyani Nagar,-77.7081175,-177.36488,52934,24-08-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/8,7000,12,DOTABCD12343523
Pirelli,235/45R17,Used,Magarpatta City,55.926708,120.758424,11743,22-02-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/6,16500,10,DOTWXYZ56780124
Pirelli,235/45R17,Used,Kalyani Nagar,-41.1352525,-176.084057,63334,09-03-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/7,21500,7,DOTABCD12343523
Michelin,225/50R17,Used,Bavdhan,-27.586598,50.243266,39584,16-04-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/7,60000,11,DOTIJKL34562719
Michelin,225/45R17,Used,Bavdhan,-83.525672,-90.491693,89550,28-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,51000,3,DOTWXYZ56780124
Goodyear,215/60R16,Scrap,Deccan,-0.251989,51.343029,17799,15-12-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,65000,12,DOTIJKL34562719
Michelin,215/60R16,Used,Camp,22.9085065,-171.054823,45214,01-05-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/6,51000,9,DOTABCD12343523
Continental,225/50R17,Scrap,Kharadi,37.6276055,-38.726506,82534,02-01-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,16500,4,DOTABCD12343523
Michelin,205/55R16,Scrap,Magarpatta City,-69.3570155,-54.747472,28135,29-03-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/8,69000,8,DOTWXYZ56780124
Goodyear,215/60R16,Used,Bavdhan,32.0275935,160.176279,15651,03-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,7000,7,DOTIJKL34562719
Pirelli,235/45R17,Used,Magarpatta City,-4.424289,25.597448,71051,10-12-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/7,51000,2,DOTABCD12343523
Michelin,225/45R17,Used,Hadapsar,38.304,115.703991,40513,01-07-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/6,21500,11,DOTEFGH90124822
Michelin,235/45R17,Used,Hadapsar,-17.7920855,73.227955,99172,29-03-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/8,54000,1,DOTIJKL34562719
Michelin,215/60R16,Used,Vishrantwadi,-40.3676205,28.992428,50900,30-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/8,16500,1,DOTWXYZ56780124
Bridgestone,215/60R16,Scrap,Bavdhan,-14.7521955,-81.253282,92150,27-02-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,24000,3,DOTEFGH90124822
Goodyear,225/50R17,Used,Hadapsar,-8.7219165,-87.95543,52090,20-08-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0,4000,4,DOTIJKL34562719
Bridgestone,225/45R17,Scrap,Aundh,-7.895748,37.46735,78062,07-03-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/7,54000,9,DOTWXYZ56780124
Pirelli,205/55R16,Scrap,Kothrud,60.5216245,-111.952692,86905,17-08-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,69000,10,DOTEFGH90124822
Pirelli,205/55R16,Scrap,Kothrud,14.3970205,-41.276808,74705,07-09-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/8,24000,3,DOTEFGH90124822
Continental,225/50R17,Used,Aundh,-29.2374425,160.268615,28727,16-08-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/7,83000,8,DOTEFGH90124822
Pirelli,215/60R16,Scrap,Magarpatta City,-29.8058695,-22.679159,34723,07-02-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,51000,6,DOTABCD12343523
Goodyear,215/60R16,Scrap,Deccan,2.0249535,116.150248,64408,06-03-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/7,7000,1,DOTMNOP78901520
Continental,225/50R17,Used,Shivane,44.6530475,-50.406273,47938,23-03-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/7,21500,1,DOTIJKL34562719
Continental,215/60R16,Used,Bavdhan,-53.8538655,150.975367,98675,07-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/6,65000,7,DOTWXYZ56780124
Pirelli,225/50R17,Used,Kharadi,-22.132696,-93.160084,39590,28-12-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,60000,3,DOTMNOP78901520
Goodyear,235/45R17,Used,Shivajinagar,-0.1604775,-92.469405,31933,25-10-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,83000,2,DOTWXYZ56780124
Bridgestone,225/45R17,Used,Deccan,45.416401,-94.369614,43281,22-07-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/8,65000,5,DOTWXYZ56780124
Continental,235/45R17,Used,Deccan,-38.061305,-143.222406,16136,28-07-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,83000,10,DOTWXYZ56780124
Pirelli,225/45R17,Used,Camp,58.2963305,-90.234328,29861,20-12-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/8,21500,1,DOTEFGH90124822
Bridgestone,225/50R17,Scrap,Shivajinagar,-62.0464905,144.3923,10787,15-09-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,60000,8,DOTEFGH90124822
Continental,205/55R16,Used,Hadapsar,-38.029876,-68.576332,3287,25-03-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,60000,3,DOTIJKL34562719
Bridgestone,225/50R17,Scrap,Hinjewadi,80.1494085,128.689014,75388,05-04-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0,60000,2,DOTABCD12343523
Bridgestone,225/45R17,Scrap,Aundh,-32.546972,116.522521,70874,31-12-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/6,21500,10,DOTEFGH90124822
Bridgestone,205/55R16,Used,Aundh,74.718314,-20.046704,27459,27-07-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,4000,7,DOTIJKL34562719
Continental,235/45R17,Used,Kothrud,-12.7517435,-54.349271,68922,15-11-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,83000,9,DOTABCD12343523
Pirelli,205/55R16,Used,Bavdhan,-70.6186725,25.258076,91758,12-09-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,4000,7,DOTWXYZ56780124
Michelin,215/60R16,Used,Camp,21.4500725,59.354237,51474,11-01-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,16500,12,DOTMNOP78901520
Bridgestone,215/60R16,Scrap,Kharadi,-40.5596835,39.541897,32002,12-06-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0,4000,6,DOTIJKL34562719
Michelin,225/45R17,Scrap,Kothrud,-89.174166,-150.189855,36443,27-04-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/6,24000,11,DOTIJKL34562719
Pirelli,215/60R16,Scrap,Camp,67.069939,-53.73123,15071,21-04-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,7000,9,DOTABCD12343523
Bridgestone,235/45R17,Used,Camp,76.5726875,102.731082,41113,15-06-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/8,69000,8,DOTMNOP78901520
Michelin,205/55R16,Scrap,Kharadi,59.3359645,143.466071,65932,01-10-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/7,16500,2,DOTEFGH90124822
Bridgestone,235/45R17,Scrap,Kalyani Nagar,-76.297068,-49.564999,16031,09-04-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/7,24000,7,DOTWXYZ56780124
Bridgestone,235/45R17,Used,Magarpatta City,-32.9328725,-28.497454,99376,09-06-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0,51000,1,DOTIJKL34562719
